constituent_id,first_gift_date,last_gift_date,lifetime_gifts,lifetime_giving,average_gift,largest_gift,donor_level,retention_status,has_open_pledge,household_id,giving_2021,giving_2022,giving_2023,giving_2024,giving_2025
53,2022-10-06,2024-11-28,20,364853.0,18242.65,46784.0,Principal,Lapsed,False,,0.0,59473.880000000005,103572.56,201806.56000000003,0.0
54,2022-03-21,2025-03-25,38,747760.01,19677.895,44022.16,Principal,Retained,False,,0.0,195403.12000000002,78789.29999999999,400373.8900000001,73193.7
55,2025-03-14,2025-05-24,9,40051.14,4450.126666666667,8858.22,Principal,Reactivated,False,,0.0,0.0,0.0,0.0,40051.14
56,2021-10-01,2025-03-02,22,340613.06799999997,15482.412181818181,35544.06,Principal,Retained,False,,12625.9,83117.48,90497.748,148505.83999999997,5866.1
57,2021-08-24,2025-04-27,13,261814.86000000002,20139.60461538462,52939.9,Principal,Retained,False,,65737.94,29515.7,17360.72,32678.32,116522.18
58,2021-10-02,2025-03-14,29,20559.86,708.9606896551725,1778.52,Major,Retained,False,,1147.8600000000001,3524.5,4179.46,9997.3,1710.74
59,2022-10-02,2024-12-27,14,51330.3,3666.4500000000003,8460.54,Principal,Lapsed,False,,0.0,6411.48,7419.7,37499.12,0.0
60,2021-04-18,2025-03-14,40,499082.18,12477.0545,41738.6,Principal,Retained,False,,118174.95999999999,66739.42,74713.38,194381.47999999998,45072.939999999995
61,2024-07-04,2024-10-10,7,4102.14,586.0200000000001,976.72,Mid-level,Lapsed,False,,0.0,0.0,0.0,4102.139999999999,0.0
62,2022-08-21,2025-02-03,11,46372.12,4215.647272727273,9868.72,Principal,Retained,False,,0.0,2312.08,14277.64,28125.300000000003,1657.1
63,2024-07-23,2025-04-17,8,156535.84,19566.98,43038.9,Principal,Retained,False,,0.0,0.0,0.0,118142.48000000001,38393.36
64,2022-11-16,2025-04-20,10,154572.04,15457.204000000002,21885.6,Principal,Retained,False,,0.0,45968.94,26012.339999999997,47956.86,34633.9
65,2023-10-24,2025-01-30,5,17731.68,3546.3360000000002,8018.68,Major,Retained,False,,0.0,0.0,3003.22,12595.28,2133.18
66,2021-10-18,2024-12-23,13,12458.619999999999,958.3553846153845,2236.14,Major,Lapsed,False,,2418.7799999999997,1123.94,3952.96,4962.94,0.0
67,2024-09-27,2025-03-28,5,4228.92,845.784,1863.56,Mid-level,Retained,False,,0.0,0.0,0.0,3971.6200000000003,257.3
68,2024-07-18,2024-12-27,3,46500.82,15500.273333333333,25625.86,Principal,Lapsed,False,,0.0,0.0,0.0,46500.82,0.0
70,2024-02-24,2025-02-03,5,20305.12,4061.024,6458.9,Major,Retained,False,,0.0,0.0,0.0,17619.64,2685.48
71,2024-02-22,2024-12-08,8,47592.6,5949.075,12359.14,Principal,Lapsed,False,,0.0,0.0,0.0,47592.6,0.0
72,2024-04-14,2025-04-21,18,18948.5,1052.6944444444443,3529.64,Major,Retained,False,,0.0,0.0,0.0,14255.300000000003,4693.2
74,2023-10-03,2024-10-10,4,509612.5,127403.125,191537.42,Principal,Lapsed,False,,0.0,0.0,30020.42,479592.08,0.0
75,2022-11-25,2024-10-02,8,37236.34,4654.5425,7374.08,Principal,Lapsed,False,,0.0,6039.38,4283.86,26913.100000000002,0.0
76,2023-11-24,2025-03-24,11,61776.34,5616.030909090909,9358.08,Principal,Retained,False,,0.0,0.0,9358.08,42349.659999999996,10068.6
77,2022-07-11,2025-03-27,8,51932.1,6491.5125,14218.86,Principal,Retained,False,,0.0,14573.8,12687.82,19606.98,5063.5
78,2025-04-22,2025-04-22,1,17166.4,17166.4,17166.4,Major,Reactivated,False,,0.0,0.0,0.0,0.0,17166.4
80,2022-12-28,2024-11-28,4,16433.82,4108.455,5966.24,Major,Lapsed,False,,0.0,3776.38,0.0,12657.439999999999,0.0
81,2021-04-18,2025-03-13,36,135909.34,3775.2594444444444,9707.7,Principal,Retained,False,,30581.28,30166.44,9327.0,52654.08,13180.539999999999
82,2023-01-02,2025-03-10,9,157765.106,17529.456222222223,29088.26,Principal,Retained,False,,0.0,0.0,61575.78,67440.026,28749.3
83,2022-11-28,2024-10-10,5,71156.42,14231.284,23147.56,Principal,Lapsed,False,,0.0,17858.8,0.0,53297.62,0.0
84,2024-04-13,2025-04-20,6,3198.14,533.0233333333333,991.4,Mid-level,Retained,False,,0.0,0.0,0.0,1668.2200000000003,1529.92
85,2022-01-19,2024-11-29,7,7095.08,1013.5828571428572,1629.02,Major,Lapsed,False,,0.0,2456.8199999999997,0.0,4638.26,0.0
86,2021-07-13,2025-03-20,13,45578.88,3506.067692307692,7746.54,Principal,Retained,False,,5890.18,3087.6,0.0,35663.82000000001,937.28
87,2023-11-07,2024-10-08,2,5057.62,2528.81,3469.94,Major,Lapsed,False,,0.0,0.0,1587.68,3469.94,0.0
88,2024-08-03,2024-08-17,3,51247.219999999994,17082.406666666666,33663.38,Principal,Lapsed,False,,0.0,0.0,0.0,51247.219999999994,0.0
89,2024-01-22,2025-02-10,10,8739.56,873.9559999999999,2134.8,Major,Retained,False,,0.0,0.0,0.0,7422.0599999999995,1317.5
90,2025-05-19,2025-05-19,1,29481.84,29481.84,29481.84,Principal,Reactivated,False,,0.0,0.0,0.0,0.0,29481.84
91,2024-12-11,2024-12-25,2,180930.68,90465.34,108266.94,Principal,Lapsed,False,,0.0,0.0,0.0,180930.68,0.0
92,2024-02-24,2025-01-27,23,20683.06,899.2634782608696,1844.1,Major,Retained,False,,0.0,0.0,0.0,19643.060000000005,1040.0
93,2024-09-19,2025-05-10,11,196239.42,17839.947272727273,32334.66,Principal,Retained,False,,0.0,0.0,0.0,162078.09999999998,34161.32
94,2024-07-23,2025-03-16,9,7269.98,807.7755555555555,1331.5,Major,Retained,False,,0.0,0.0,0.0,6082.32,1187.66
95,2025-01-28,2025-05-23,3,57761.899999999994,19253.966666666664,34661.2,Principal,Reactivated,False,,0.0,0.0,0.0,0.0,57761.899999999994
96,2021-05-25,2025-02-11,12,7701.24,641.77,949.78,Major,Retained,False,,3724.4,1429.86,741.86,1147.96,657.16
97,2022-01-08,2025-04-20,19,78559.42,4134.706315789474,12333.5,Principal,Retained,False,,0.0,25835.78,13319.86,33366.68,6037.1
98,2023-11-08,2025-03-11,5,18270.739999999998,3654.1479999999997,5387.98,Major,Retained,False,,0.0,0.0,3383.52,12199.26,2687.96
99,2024-04-10,2024-11-26,4,73829.92,18457.48,28384.66,Principal,Lapsed,False,,0.0,0.0,0.0,73829.92,0.0
100,2025-04-22,2025-04-23,2,3755.1400000000003,1877.5700000000002,2641.46,Mid-level,Reactivated,False,,0.0,0.0,0.0,0.0,3755.1400000000003
101,2023-01-06,2024-12-19,7,1032718.4400000001,147531.20571428572,226982.66,Principal,Lapsed,False,,0.0,0.0,450004.62,582713.8200000001,0.0
102,2022-04-06,2024-10-10,8,30050.36,3756.295,6371.0,Principal,Lapsed,False,,0.0,11856.0,0.0,18194.36,0.0
103,2023-09-20,2025-02-07,23,361163.346,15702.754173913045,29093.08,Principal,Retained,False,,0.0,0.0,17147.98,296200.046,47815.32
104,2022-04-19,2024-11-14,7,8814.16,1259.1657142857143,2683.4,Major,Lapsed,False,,0.0,2422.1400000000003,2096.84,4295.18,0.0
105,2024-07-15,2024-12-13,9,6339.04,704.3377777777778,1763.64,Major,Lapsed,False,,0.0,0.0,0.0,6339.04,0.0
106,2023-11-28,2025-04-29,8,9231.18,1153.8975,2397.34,Major,Retained,False,,0.0,0.0,2397.34,4697.74,2136.1
107,2021-11-22,2025-03-14,14,51840.340000000004,3702.881428571429,12458.12,Principal,Retained,False,,3839.42,4323.3,7132.62,30683.18,5861.82
108,2021-04-15,2024-10-07,8,22624.68,2828.085,4705.74,Major,Lapsed,False,,1114.14,9127.0,0.0,12383.54,0.0
109,2024-11-02,2024-12-25,3,58502.5,19500.833333333332,36295.36,Principal,Lapsed,False,,0.0,0.0,0.0,58502.5,0.0
111,2021-08-24,2024-08-14,11,8487.072,771.552,1488.74,Major,Lapsed,False,,5713.992,0.0,1444.08,1329.0,0.0
112,2024-07-17,2025-05-24,8,8258.48,1032.31,1585.98,Major,Retained,False,,0.0,0.0,0.0,6916.96,1341.52
113,2022-04-19,2025-01-10,18,70601.68000000001,3922.315555555556,7162.24,Principal,Retained,False,,0.0,9635.060000000001,5432.08,45404.200000000004,10130.34
114,2024-07-28,2025-01-31,5,6772.18,1354.4360000000001,2647.04,Major,Retained,False,,0.0,0.0,0.0,4908.78,1863.4
115,2022-11-16,2025-03-09,19,326622.7,17190.668421052633,43249.02,Principal,Retained,False,,0.0,13921.26,90137.40000000001,196463.3,26100.739999999998
116,2024-05-07,2025-03-18,26,79397.52,3053.7507692307695,11427.02,Principal,Retained,False,,0.0,0.0,0.0,69480.36,9917.16
119,2021-07-13,2025-05-18,19,48464.6,2550.7684210526313,4742.86,Principal,Retained,False,,2657.6,9638.779999999999,5671.84,24706.120000000006,5790.26
120,2021-07-13,2025-01-09,36,480820.154,13356.115388888888,31470.46,Principal,Retained,False,,141421.614,72095.8,17504.08,234384.08,15414.58
121,2022-08-25,2025-05-19,13,1348123.8,103701.83076923077,284966.0,Principal,Retained,False,,0.0,112677.18,39349.14,856502.0,339595.48
122,2021-06-07,2025-04-20,13,8820.54,678.503076923077,1496.26,Major,Retained,True,,718.3199999999999,1378.72,980.32,4968.200000000001,774.98
123,2024-02-01,2024-12-26,8,7893.320000000001,986.6650000000001,2303.36,Major,Lapsed,False,,0.0,0.0,0.0,7893.320000000001,0.0
125,2023-01-04,2025-05-17,12,203355.98,16946.33166666667,37658.42,Principal,Retained,True,,0.0,0.0,38582.22,104032.48,60741.28
126,2024-10-07,2025-02-12,11,6192.54,562.9581818181819,1222.06,Major,Retained,False,,0.0,0.0,0.0,3966.34,2226.2
128,2024-07-03,2025-03-12,3,9269.08,3089.693333333333,4861.58,Major,Retained,False,,0.0,0.0,0.0,7686.28,1582.8
129,2023-01-06,2025-04-23,25,135155.12,5406.2047999999995,17812.08,Principal,Retained,True,,0.0,0.0,25733.9,99449.86000000002,9971.36
130,2022-08-27,2025-01-31,15,56501.1,3766.74,7159.76,Principal,Retained,False,,0.0,9334.82,5729.9400000000005,37280.82,4155.52
131,2023-03-03,2025-03-26,15,66724.18,4448.278666666666,9505.48,Principal,Retained,False,,0.0,0.0,6798.5199999999995,53329.88,6595.78
132,2022-01-22,2025-03-22,16,274548.558,17159.284875,40682.054,Principal,Retained,False,,0.0,16890.74,64099.04000000001,120907.15400000001,72651.62400000001
133,2023-08-01,2025-05-03,28,30338.56,1083.52,3091.24,Principal,Retained,False,,0.0,0.0,3737.36,22578.019999999997,4023.1800000000003
134,2024-07-02,2025-03-15,7,33198.88,4742.697142857142,9320.58,Principal,Retained,False,,0.0,0.0,0.0,17708.28,15490.599999999999
135,2021-11-22,2024-08-24,8,7371.599999999999,921.4499999999999,1998.34,Major,Lapsed,False,,951.0,2718.94,3269.2,432.46,0.0
136,2023-08-03,2025-02-13,6,31048.66,5174.776666666667,7188.04,Principal,Retained,False,,0.0,0.0,4263.56,24539.739999999998,2245.36
137,2021-06-13,2025-04-17,42,156171.638,3718.3723333333337,8295.6,Principal,Retained,False,,47044.905999999995,4924.54,50871.43199999999,40180.31999999999,13150.44
138,2024-09-26,2025-05-04,7,914289.64,130612.80571428571,325921.36,Principal,Retained,False,,0.0,0.0,0.0,294566.62,619723.02
140,2021-08-22,2025-05-20,63,274347.714,4354.725619047619,13854.9,Principal,Retained,False,,32791.776,35472.458,25838.62,143858.31399999998,36386.546
141,2023-10-31,2025-05-05,26,90196.728,3469.104923076923,10483.0,Principal,Retained,False,,0.0,0.0,3543.34,74394.348,12259.04
142,2023-10-11,2025-05-17,11,73002.26,6636.569090909091,12148.48,Principal,Retained,True,,0.0,0.0,15756.98,32034.840000000004,25210.440000000002
143,2021-05-31,2024-12-25,10,7405.68,740.568,2317.38,Major,Lapsed,True,,1888.3200000000002,2673.26,0.0,2844.1,0.0
144,2023-05-05,2025-05-15,33,29483.756,893.4471515151515,1812.12,Principal,Retained,False,,0.0,0.0,5043.78,19275.136,5164.84
145,2023-03-06,2024-10-10,9,38011.72,4223.524444444444,10445.98,Principal,Lapsed,False,,0.0,0.0,6889.66,31122.059999999998,0.0
146,2022-10-03,2025-02-05,5,10343.02,2068.6040000000003,3756.18,Major,Retained,False,,0.0,2108.66,2034.52,5273.16,926.68
148,2021-07-13,2025-02-10,8,28280.86,3535.1075,9721.72,Principal,Retained,False,,9691.24,0.0,1090.66,6299.96,11199.0
149,2022-08-24,2024-08-20,8,48219.7,6027.4625,12490.46,Principal,Lapsed,False,,0.0,4930.6,7813.24,35475.86,0.0
150,2025-04-21,2025-04-21,1,3778.76,3778.76,3778.76,Mid-level,Reactivated,False,,0.0,0.0,0.0,0.0,3778.76
151,2021-06-16,2024-10-10,19,458437.94,24128.31263157895,45206.14,Principal,Lapsed,False,,128871.2,17572.76,102735.12,209258.86000000002,0.0
152,2021-04-12,2025-01-25,43,168817.86,3925.9967441860463,10539.46,Principal,Retained,False,,52403.62,41959.979999999996,9589.199999999999,55149.64,9715.42
153,2022-11-30,2025-03-17,5,1840.06,368.012,833.46,Mid-level,Retained,False,,0.0,441.44,397.56,833.46,167.6
154,2023-03-03,2024-11-26,6,18011.4,3001.9,8187.76,Major,Lapsed,False,,0.0,0.0,1927.42,16083.98,0.0
155,2022-12-22,2025-04-20,10,7780.68,778.068,2380.2,Major,Retained,False,,0.0,711.16,465.02,6358.599999999999,245.9
156,2024-03-07,2025-04-16,19,11964.484,629.7096842105263,1379.7,Major,Retained,False,,0.0,0.0,0.0,11063.244,901.24
157,2021-05-30,2025-03-07,34,136127.508,4003.750235294118,12233.72,Principal,Retained,False,,33611.22,10927.2,24792.1,28382.088000000003,38414.9
158,2022-01-02,2025-02-09,12,10122.380000000001,843.5316666666668,2648.32,Major,Retained,False,,0.0,6005.200000000001,1886.2399999999998,1762.3400000000001,468.6
159,2025-05-04,2025-05-04,1,67662.56,67662.56,67662.56,Principal,Reactivated,False,,0.0,0.0,0.0,0.0,67662.56
160,2024-10-10,2025-05-01,6,4683.1,780.5166666666668,1212.5,Mid-level,Retained,False,,0.0,0.0,0.0,2749.48,1933.62
161,2021-04-12,2025-02-05,10,1471546.82,147154.682,387148.34,Principal,Retained,False,,406534.0,0.0,370498.82,627400.9800000001,67113.02
162,2021-11-22,2025-04-22,21,3401316.5,161967.45238095237,507036.82,Principal,Retained,False,,191424.8,759381.6200000001,213015.62,2094973.06,142521.4
163,2022-11-15,2024-10-10,6,126084.40000000001,21014.06666666667,33573.44,Principal,Lapsed,False,,0.0,23921.28,37471.1,64692.020000000004,0.0
164,2021-04-11,2025-05-23,16,10453.9,653.36875,1928.74,Major,Retained,False,,2850.9,2058.06,719.9,2896.3,1928.74
165,2023-01-04,2025-03-15,19,13116.5,690.3421052631579,1836.68,Major,Retained,False,,0.0,0.0,1773.1399999999999,10735.82,607.54
166,2021-08-24,2025-03-10,28,88802.834,3171.529785714286,7712.14,Principal,Retained,False,,22050.4,22804.273999999998,6383.6,28948.34,8616.220000000001
167,2022-08-24,2025-02-11,10,8420.5,842.05,1617.66,Major,Retained,False,,0.0,3807.76,0.0,4273.08,339.66
168,2023-03-05,2025-04-16,7,91334.96,13047.85142857143,18090.42,Principal,Retained,False,,0.0,0.0,33620.98,39828.42,17885.56
169,2024-02-24,2025-05-04,20,17621.374,881.0687,2303.38,Major,Retained,False,,0.0,0.0,0.0,10215.154,7406.22
171,2024-07-27,2024-11-11,3,2743.56,914.52,1889.02,Mid-level,Lapsed,False,,0.0,0.0,0.0,2743.56,0.0
172,2024-04-12,2025-01-25,14,209590.88,14970.777142857143,27008.72,Principal,Retained,False,,0.0,0.0,0.0,196612.96,12977.92
173,2023-05-18,2025-03-15,8,5082.94,635.3675,877.24,Major,Retained,False,,0.0,0.0,596.8,3840.06,646.08
174,2021-05-19,2025-01-27,15,2172762.06,144850.804,447600.78,Principal,Retained,False,,387009.5,223945.06,134585.54,1370904.26,56317.7
175,2024-02-24,2025-05-08,23,22903.82,995.8182608695652,2833.8,Major,Retained,False,,0.0,0.0,0.0,20224.019999999997,2679.8
176,2024-12-14,2025-03-17,4,36808.56,9202.14,14977.82,Principal,Retained,False,,0.0,0.0,0.0,14977.82,21830.74
178,2022-04-19,2025-04-20,39,138830.94,3559.7676923076924,11618.46,Principal,Retained,False,,0.0,26143.94,15891.56,79134.73999999999,17660.7
179,2023-10-07,2025-02-11,20,84340.34,4217.017,9728.78,Principal,Retained,False,,0.0,0.0,4691.6,72445.26,7203.48
180,2024-01-28,2025-04-21,15,58036.18,3869.078666666667,9007.56,Principal,Retained,False,,0.0,0.0,0.0,51282.22,6753.959999999999
181,2024-07-02,2024-12-08,3,514895.54000000004,171631.84666666668,320098.52,Principal,Lapsed,False,,0.0,0.0,0.0,514895.54000000004,0.0
182,2021-10-16,2025-04-19,11,9087.64,826.1490909090909,1914.8,Major,Retained,True,,344.16,979.22,2071.98,4570.86,1121.42
183,2024-11-26,2024-11-26,1,3568.84,3568.84,3568.84,Mid-level,Lapsed,False,,0.0,0.0,0.0,3568.84,0.0
184,2022-11-23,2025-02-03,12,17341.02,1445.085,2845.5,Major,Retained,False,,0.0,1187.06,4741.3,4578.76,6833.9
185,2022-04-03,2025-03-05,9,69295.62,7699.513333333332,12097.6,Principal,Retained,False,,0.0,8690.24,4778.66,50066.1,5760.62
186,2023-05-05,2024-10-10,10,37405.659999999996,3740.566,9645.06,Principal,Lapsed,False,,0.0,0.0,26919.259999999995,10486.4,0.0
188,2025-04-20,2025-04-20,1,747.52,747.52,747.52,General,Reactivated,False,,0.0,0.0,0.0,0.0,747.52
190,2021-08-21,2025-05-07,17,64090.14,3770.0082352941176,6466.56,Principal,Retained,False,,7133.099999999999,29341.800000000003,5302.98,12731.22,9581.04
191,2024-03-03,2025-04-22,18,478100.78,26561.154444444444,71299.52,Principal,Retained,False,,0.0,0.0,0.0,425320.26,52780.520000000004
192,2021-12-29,2025-05-06,12,59258.66,4938.221666666667,11799.1,Principal,Retained,False,,7514.02,0.0,5996.74,27658.719999999998,18089.18
193,2023-01-04,2025-04-23,21,20680.04,984.7638095238095,3090.54,Major,Retained,False,,0.0,0.0,7936.02,11299.599999999999,1444.42
194,2023-10-09,2024-10-10,8,46955.06,5869.3825,10810.2,Principal,Lapsed,True,,0.0,0.0,3171.92,43783.14,0.0
195,2023-08-13,2025-05-18,6,20834.36,3472.3933333333334,6530.92,Major,Retained,False,,0.0,0.0,5693.68,8609.76,6530.92
196,2021-05-26,2025-05-05,34,129176.28,3799.3023529411767,12375.38,Principal,Retained,False,,18403.58,6640.68,21492.899999999998,74712.3,7926.82
197,2025-02-02,2025-04-23,5,952705.9,190541.18,311244.68,Principal,Reactivated,False,,0.0,0.0,0.0,0.0,952705.8999999999
198,2024-07-02,2024-10-09,5,4382.54,876.508,1689.86,Mid-level,Lapsed,True,,0.0,0.0,0.0,4382.54,0.0
199,2022-08-22,2025-05-12,20,11977.7,598.885,1500.5,Major,Retained,False,,0.0,854.88,635.52,8142.999999999999,2344.3
201,2023-04-29,2025-03-22,21,83949.04,3997.573333333333,9935.8,Principal,Retained,False,,0.0,0.0,17380.899999999998,55406.29999999999,11161.84
202,2024-08-09,2025-05-18,16,85896.3,5368.51875,14837.42,Principal,Retained,False,,0.0,0.0,0.0,80098.6,5797.7
203,2023-03-06,2025-04-23,22,4962031.3,225546.87727272726,586107.34,Principal,Retained,True,,0.0,0.0,207995.02,4635541.6400000015,118494.64
204,2024-01-11,2025-04-23,9,6071.14,674.5711111111111,961.98,Major,Retained,False,,0.0,0.0,0.0,4572.860000000001,1498.28
205,2023-09-29,2025-03-08,4,2128.66,532.165,844.24,Mid-level,Retained,False,,0.0,0.0,650.9,1244.8,232.96
206,2022-11-25,2025-03-15,11,8606.9,782.4454545454545,1198.54,Major,Retained,False,,0.0,1013.72,654.36,5476.5599999999995,1462.26
207,2023-08-07,2024-12-20,12,208480.18,17373.34833333333,31254.42,Principal,Lapsed,False,,0.0,0.0,54285.56,154194.62,0.0
208,2025-03-17,2025-04-18,3,7493.58,2497.86,3129.54,Major,Reactivated,True,,0.0,0.0,0.0,0.0,7493.58
209,2023-04-17,2025-04-21,26,97341.92,3743.92,12069.6,Principal,Retained,False,,0.0,0.0,28899.32,60251.62,8190.98
